station,date,visibility,wd,ws,rh,tempc,
OKBK,12/28/19 1:00,6.21,350,6.9,58.52,14,
OKBK,12/28/19 2:00,6.21,350,4.6,62.46,13,
OKBK,12/28/19 3:00,6.21,0,0,54.34,13,
OKBK,12/28/19 4:00,3.73,320,4.6,66.48,11,
OKBK,12/28/19 5:00,4.97,0,0,66.91,13,
OKBK,12/28/19 6:00,4.97,350,5.75,55.37,17,
OKBK,12/28/19 7:00,4.97,350,6.9,51.98,18,
OKBK,12/28/19 8:00,4.97,360,5.75,40,20,
OKBK,12/28/19 9:00,6.21,30,6.9,32.72,21,
OKBK,12/28/19 10:00,6.21,10,8.05,30.49,21,
OKBK,12/28/19 11:00,4.97,10,5.75,26.71,22,
OKBK,12/28/19 12:00,4.97,10,6.9,24.86,22,
OKBK,12/28/19 13:00,4.35,10,8.05,26.43,21,
OKBK,12/28/19 14:00,3.73,20,6.9,32.43,20,
OKBK,12/28/19 15:00,3.73,10,5.75,34.51,19,
OKBK,12/28/19 16:00,3.73,10,5.75,36.74,18,
OKBK,12/28/19 17:00,3.73,30,5.75,42,17,
OKBK,12/28/19 18:00,3.73,20,6.9,45.04,17,
OKBK,12/28/19 19:00,3.73,10,4.6,51.45,16,
OKBK,12/28/19 20:00,3.73,10,5.75,58.77,15,
OKBK,12/28/19 21:00,3.73,10,5.75,58.77,15,
OKBK,12/28/19 22:00,4.35,360,3.45,67.12,14,
OKBK,12/28/19 23:00,4.35,360,3.45,71.64,13,
OKBK,12/29/19 0:00,4.35,360,4.6,76.66,13,
OKBK,12/29/19 1:00,4.35,360,3.45,71.64,13,
OKBK,12/29/19 2:00,3.73,0,0,87.28,9,
OKBK,12/29/19 3:00,2.49,0,0,87.28,9,
OKBK,12/29/19 4:00,3.11,0,0,93.4,8,
OKBK,12/29/19 5:00,3.11,0,0,76.5,12,
OKBK,12/29/19 6:00,4.35,0,0,55.63,18,
OKBK,12/29/19 7:00,4.35,50,5.75,42.57,19,
OKBK,12/29/19 8:00,4.35,50,5.75,40,20,
OKBK,12/29/19 9:00,4.97,300,3.45,35.09,21,
OKBK,12/29/19 10:00,4.35,0,0,37.61,21,
OKBK,12/29/19 11:00,6.21,70,3.45,40.29,21,
OKBK,12/29/19 12:00,6.21,70,4.6,42.85,20,
OKBK,12/29/19 12:59,6.21,80,3.45,52.25,19,
OKBK,12/29/19 14:00,6.21,110,4.6,55.63,18,
OKBK,12/29/19 15:00,6.21,120,4.6,63.38,17,
OKBK,12/29/19 16:00,6.21,120,3.45,72.2,16,
OKBK,12/29/19 17:00,6.21,160,4.6,76.82,14,
OKBK,12/29/19 18:00,6.21,200,3.45,81.99,13,
OKBK,12/29/19 19:00,6.21,190,3.45,76.66,13,
OKBK,12/29/19 20:00,6.21,180,3.45,81.87,12,
OKBK,12/29/19 21:00,6.21,0,0,87.47,11,
OKBK,12/29/19 22:00,6.21,0,0,87.37,10,
OKBK,12/29/19 23:00,6.21,0,0,87.37,10,
OKBK,12/30/19 0:00,6.21,0,0,87.37,10,
OKBK,12/30/19 1:00,4.35,0,0,87.37,10,
OKBK,12/30/19 2:00,4.35,0,0,93.45,9,
OKBK,12/30/19 3:00,4.35,0,0,93.45,9,
OKBK,12/30/19 4:00,2.8,0,0,93.45,9,
OKBK,12/30/19 5:00,3.73,0,0,87.56,12,
OKBK,12/30/19 6:00,4.35,0,0,72.56,18,
OKBK,12/30/19 7:00,4.97,120,8.05,68.35,20,
OKBK,12/30/19 8:00,6.21,120,8.05,60.21,21,
OKBK,12/30/19 9:00,6.21,130,10.35,56.63,22,
OKBK,12/30/19 10:00,6.21,130,11.5,56.63,22,
OKBK,12/30/19 11:00,6.21,140,10.35,56.63,22,
OKBK,12/30/19 12:00,6.21,140,12.65,60.44,22,
OKBK,12/30/19 13:00,6.21,140,11.5,60.44,22,
OKBK,12/30/19 14:00,6.21,140,10.35,60.21,21,
OKBK,12/30/19 15:00,6.21,140,9.2,68.35,20,
OKBK,12/30/19 16:00,6.21,140,6.9,72.74,19,
OKBK,12/30/19 17:00,6.21,170,5.75,82.5,17,
OKBK,12/30/19 18:00,6.21,160,5.75,82.5,17,
OKBK,12/30/19 19:00,6.21,160,6.9,82.5,17,
OKBK,12/30/19 20:00,6.21,160,8.05,82.5,17,
OKBK,12/30/19 21:00,6.21,170,5.75,87.92,16,
OKBK,12/30/19 22:00,6.21,180,6.9,93.79,16,
OKBK,12/30/19 23:00,6.21,170,8.05,93.74,15,
OKBK,12/31/19 0:00,6.21,170,10.35,93.74,15,
OKBK,12/31/19 1:00,6.21,170,12.65,87.92,16,
OKBK,12/31/19 2:00,6.21,170,11.5,82.37,16,
OKBK,12/31/19 3:00,6.21,170,8.05,67.33,15,
OKBK,12/31/19 4:00,6.21,280,5.75,82.12,14,
OKBK,12/31/19 5:00,2.49,230,4.6,82.25,15,
OKBK,12/31/19 6:00,3.11,280,4.6,77.14,16,
OKBK,12/31/19 7:00,4.35,350,8.05,59.5,18,
OKBK,12/31/19 8:00,6.21,350,9.2,55.88,19,
OKBK,12/31/19 9:00,6.21,350,10.35,49.1,20,
OKBK,12/31/19 10:00,6.21,350,14.95,49.37,21,
OKBK,12/31/19 11:00,6.21,350,14.95,49.64,22,
OKBK,12/31/19 12:00,6.21,350,16.1,49.64,22,
OKBK,12/31/19 13:00,6.21,350,14.95,52.77,21,
OKBK,12/31/19 14:00,6.21,330,14.95,52.51,20,
OKBK,12/31/19 15:00,6.21,350,13.8,45.88,20,
OKBK,12/31/19 16:00,6.21,350,11.5,48.83,19,
OKBK,12/31/19 17:00,6.21,360,9.2,55.63,18,
OKBK,12/31/19 18:00,6.21,350,11.5,51.98,18,
OKBK,12/31/19 19:00,6.21,330,12.65,48.28,17,
OKBK,12/31/19 20:00,6.21,330,14.95,48.28,17,
OKBK,12/31/19 21:00,6.21,330,8.05,58.77,15,
OKBK,12/31/19 22:00,6.21,320,6.9,58.52,14,
OKBK,12/31/19 23:00,6.21,310,6.9,58.27,13,
OKBK,1/1/20 0:00,6.21,300,5.75,58.02,12,
OKBK,1/1/20 1:00,6.21,290,5.75,54.07,12,
OKBK,1/1/20 2:00,6.21,280,4.6,61.76,10,
OKBK,1/1/20 3:00,6.21,280,4.6,66.05,9,
OKBK,1/1/20 4:00,6.21,260,3.45,66.05,9,
OKBK,1/1/20 5:00,6.21,310,3.45,57.77,11,
OKBK,1/1/20 6:00,6.21,330,9.2,50.64,13,
OKBK,1/1/20 7:00,6.21,320,9.2,48,16,
OKBK,1/1/20 8:00,6.21,330,11.5,45.04,17,
OKBK,1/1/20 9:00,6.21,320,11.5,39.43,18,
OKBK,1/1/20 10:00,6.21,340,11.5,36.74,18,
OKBK,1/1/20 11:00,6.21,340,11.5,29.92,19,
OKBK,1/1/20 12:00,6.21,330,9.2,29.92,19,
OKBK,1/1/20 13:00,6.21,350,9.2,32.14,19,
OKBK,1/1/20 14:00,6.21,350,9.2,36.74,18,
OKBK,1/1/20 15:00,6.21,350,4.6,39.14,17,
OKBK,1/1/20 16:00,6.21,350,5.75,44.76,16,
OKBK,1/1/20 17:00,6.21,360,6.9,48,16,
OKBK,1/1/20 18:00,6.21,360,6.9,51.18,15,
OKBK,1/1/20 19:00,6.21,0,0,62.23,12,
OKBK,1/1/20 20:00,6.21,0,0,66.27,10,
OKBK,1/1/20 21:00,6.21,0,0,66.27,10,
OKBK,1/1/20 22:00,6.21,200,4.6,70.88,9,
OKBK,1/1/20 23:00,6.21,180,5.75,70.68,8,
OKBK,1/2/20 0:00,6.21,190,5.75,75.68,7,
OKBK,1/2/20 1:00,6.21,180,3.45,75.68,7,
OKBK,1/2/20 2:00,6.21,200,3.45,75.68,7,
OKBK,1/2/20 3:00,6.21,180,4.6,75.68,7,
OKBK,1/2/20 4:00,6.21,170,3.45,75.68,7,
OKBK,1/2/20 5:00,6.21,190,3.45,66.27,10,
OKBK,1/2/20 6:00,6.21,200,3.45,54.34,13,
OKBK,1/2/20 7:00,6.21,0,0,51.45,16,
OKBK,1/2/20 8:00,6.21,20,4.6,42.57,19,
OKBK,1/2/20 9:00,6.21,110,5.75,45.6,19,
OKBK,1/2/20 9:59,6.21,120,6.9,45.6,19,
OKBK,1/2/20 11:00,6.21,110,9.2,48.55,18,
OKBK,1/2/20 12:00,6.21,100,9.2,55.63,18,
OKBK,1/2/20 13:00,6.21,110,9.2,59.26,17,
OKBK,1/2/20 14:00,6.21,110,8.05,63.38,17,
OKBK,1/2/20 15:00,6.21,120,5.75,72.2,16,
OKBK,1/2/20 16:00,6.21,70,4.6,72.2,16,
OKBK,1/2/20 17:00,6.21,100,3.45,82.25,15,
OKBK,1/2/20 18:00,6.21,100,3.45,82.25,15,
OKBK,1/2/20 19:00,6.21,0,0,82.25,15,
OKBK,1/2/20 20:00,6.21,0,0,82.25,15,
OKBK,1/2/20 21:00,6.21,0,0,87.83,15,
OKBK,1/2/20 22:00,6.21,0,0,87.83,15,
OKBK,1/2/20 23:00,6.21,0,0,93.74,15,
OKBK,1/3/20 0:00,4.35,0,0,93.74,15,
OKBK,1/3/20 1:00,3.73,0,0,93.74,15,
OKBK,1/3/20 2:00,3.73,0,0,87.92,16,
OKBK,1/3/20 3:00,4.35,0,0,87.92,16,
OKBK,1/3/20 4:00,2.49,0,0,87.92,16,
OKBK,1/3/20 5:00,4.97,110,6.9,88,17,
OKBK,1/3/20 6:00,6.21,120,10.35,77.6,19,
OKBK,1/3/20 7:00,6.21,130,9.2,72.92,20,
OKBK,1/3/20 8:00,6.21,130,13.8,64.48,22,
OKBK,1/3/20 9:00,6.21,130,11.5,73.27,22,
OKBK,1/3/20 10:00,6.21,130,16.1,73.27,22,
OKBK,1/3/20 11:00,2.49,140,16.1,68.94,23,
OKBK,1/3/20 12:00,4.35,130,16.1,68.94,23,
OKBK,1/3/20 13:00,4.35,140,16.1,73.27,22,
OKBK,1/3/20 14:00,3.11,140,13.8,82.98,21,
OKBK,1/3/20 15:00,4.35,130,10.35,88.34,21,
OKBK,1/3/20 16:00,3.11,120,6.9,93.97,20,
OKBK,1/3/20 17:00,2.49,150,6.9,93.97,20,
OKBK,1/3/20 18:00,1.55,150,5.75,93.92,19,
OKBK,1/3/20 19:00,1.86,140,3.45,100,18,
OKBK,1/3/20 20:00,1.86,110,3.45,93.92,19,
OKBK,1/3/20 21:00,1.86,350,3.45,93.88,18,
OKBK,1/3/20 22:00,1.24,210,4.6,100,17,
OKBK,1/3/20 23:00,0.87,330,4.6,93.88,18,
OKBK,1/4/20 0:00,0.19,290,5.75,100,18,
OKBK,1/4/20 1:00,0.43,350,6.9,100,18,
OKBK,1/4/20 2:00,1.55,340,3.45,100,17,
OKBK,1/4/20 3:00,1.86,340,8.05,93.83,17,
OKBK,1/4/20 4:00,1.55,350,9.2,100,17,
OKBK,1/4/20 5:00,1.55,330,8.05,93.88,18,
OKBK,1/4/20 6:00,2.49,350,12.65,88.09,18,
OKBK,1/4/20 7:00,3.73,360,12.65,77.6,19,
OKBK,1/4/20 8:00,3.73,360,12.65,72.74,19,
OKBK,1/4/20 9:00,4.35,360,14.95,64.04,20,
OKBK,1/4/20 10:00,4.35,340,12.65,56.38,21,
OKBK,1/4/20 11:00,6.21,350,12.65,43.42,22,
OKBK,1/4/20 12:00,6.21,340,13.8,30.77,22,
OKBK,1/4/20 12:59,6.21,350,14.95,32.72,21,
OKBK,1/4/20 13:00,6.21,350,14.95,32.72,21,
OKBK,1/4/20 14:00,6.21,350,10.35,40,20,
OKBK,1/4/20 15:00,6.21,340,6.9,39.72,19,
OKBK,1/4/20 16:00,6.21,350,6.9,37.03,19,
OKBK,1/4/20 17:00,6.21,330,4.6,45.32,18,
OKBK,1/4/20 18:00,6.21,330,9.2,45.32,18,
OKBK,1/4/20 19:00,6.21,350,6.9,48.28,17,
OKBK,1/4/20 20:00,6.21,360,4.6,55.12,16,
OKBK,1/4/20 21:00,6.21,360,8.05,58.77,15,
OKBK,1/4/20 22:00,6.21,360,6.9,58.77,15,
OKBK,1/4/20 23:00,6.21,350,5.75,58.77,15,
OKBK,1/5/20 0:00,6.21,360,6.9,67.12,14,
OKBK,1/5/20 1:00,6.21,360,6.9,71.83,14,
OKBK,1/5/20 2:00,6.21,330,6.9,81.99,13,
OKBK,1/5/20 3:00,6.21,360,6.9,81.99,13,
OKBK,1/5/20 4:00,6.21,340,3.45,87.56,12,
OKBK,1/5/20 5:00,4.97,280,4.6,87.47,11,
OKBK,1/5/20 6:00,4.97,290,4.6,76.82,14,
OKBK,1/5/20 7:00,4.97,340,4.6,63.15,16,
OKBK,1/5/20 8:00,4.35,360,6.9,55.63,18,
OKBK,1/5/20 9:00,4.35,360,9.2,51.98,18,
OKBK,1/5/20 10:00,6.21,350,6.9,48.83,19,
OKBK,1/5/20 11:00,4.35,10,10.35,48.83,19,
OKBK,1/5/20 12:00,4.35,360,10.35,42.57,19,
OKBK,1/5/20 13:00,4.35,360,9.2,39.72,19,
OKBK,1/5/20 14:00,4.35,360,9.2,39.72,19,
OKBK,1/5/20 15:00,4.35,360,6.9,45.32,18,
OKBK,1/5/20 16:00,6.21,10,9.2,48.28,17,
OKBK,1/5/20 17:00,6.21,30,6.9,51.45,16,
OKBK,1/5/20 18:00,6.21,30,5.75,51.18,15,
OKBK,1/5/20 19:00,6.21,350,4.6,54.86,15,
OKBK,1/5/20 20:00,6.21,360,3.45,58.27,13,
OKBK,1/5/20 21:00,6.21,230,3.45,76.18,10,
OKBK,1/5/20 22:00,6.21,220,3.45,87.28,9,
OKBK,1/5/20 23:00,6.21,180,4.6,87.19,8,
OKBK,1/6/20 0:00,4.97,220,3.45,81.47,9,
OKBK,1/6/20 1:00,4.35,190,4.6,87.19,8,
OKBK,1/6/20 2:00,4.35,220,3.45,93.35,7,
OKBK,1/6/20 3:00,4.35,180,5.75,93.35,7,
OKBK,1/6/20 4:00,3.73,190,4.6,93.3,6,
OKBK,1/6/20 5:00,4.35,230,3.45,76.18,10,
OKBK,1/6/20 6:00,4.35,270,4.6,58.27,13,
OKBK,1/6/20 7:00,4.97,290,6.9,51.45,16,
OKBK,1/6/20 8:00,6.21,310,9.2,34.51,19,
OKBK,1/6/20 9:00,6.21,300,6.9,32.43,20,
OKBK,1/6/20 10:00,6.21,330,6.9,32.43,20,
OKBK,1/6/20 11:00,6.21,360,8.05,34.8,20,
OKBK,1/6/20 12:00,6.21,360,11.5,34.8,20,
OKBK,1/6/20 13:00,6.21,340,9.2,34.8,20,
OKBK,1/6/20 14:00,6.21,360,8.05,37.03,19,
OKBK,1/6/20 15:00,6.21,360,5.75,42.28,18,
OKBK,1/6/20 16:00,6.21,330,4.6,48.28,17,
OKBK,1/6/20 17:00,6.21,350,5.75,51.45,16,
OKBK,1/6/20 18:00,6.21,350,4.6,51.45,16,
OKBK,1/6/20 19:00,6.21,260,3.45,66.7,12,
OKBK,1/6/20 20:00,6.21,280,5.75,66.7,12,
OKBK,1/6/20 21:00,6.21,270,3.45,76.18,10,
OKBK,1/6/20 22:00,6.21,0,0,76.18,10,
OKBK,1/6/20 23:00,6.21,0,0,81.34,8,
OKBK,1/7/20 0:00,6.21,0,0,81.47,9,
OKBK,1/7/20 1:00,6.21,0,0,81.34,8,
OKBK,1/7/20 2:00,6.21,180,3.45,93.3,6,
OKBK,1/7/20 3:00,6.21,180,3.45,93.3,6,
OKBK,1/7/20 4:00,3.73,200,5.75,93.3,6,
OKBK,1/7/20 5:00,6.21,0,0,76.18,10,
OKBK,1/7/20 6:00,6.21,230,3.45,62.46,13,
OKBK,1/7/20 7:00,6.21,290,4.6,54.86,15,
OKBK,1/7/20 8:00,6.21,350,5.75,45.32,18,
OKBK,1/7/20 9:00,6.21,30,5.75,39.72,19,
OKBK,1/7/20 10:00,6.21,10,4.6,37.32,20,
OKBK,1/7/20 11:00,6.21,340,4.6,34.8,20,
OKBK,1/7/20 12:00,6.21,340,3.45,32.72,21,
OKBK,1/7/20 13:00,6.21,50,3.45,37.32,20,
OKBK,1/7/20 14:00,6.21,100,4.6,42.28,18,
OKBK,1/7/20 15:00,6.21,120,4.6,48.28,17,
OKBK,1/7/20 16:00,6.21,120,4.6,51.45,16,
OKBK,1/7/20 17:00,6.21,150,3.45,62.46,13,
OKBK,1/7/20 18:00,6.21,160,3.45,71.26,11,
OKBK,1/7/20 19:00,6.21,200,4.6,76.18,10,
OKBK,1/7/20 20:00,6.21,210,4.6,76.18,10,
OKBK,1/7/20 21:00,6.21,190,4.6,81.47,9,
OKBK,1/7/20 22:00,6.21,160,5.75,87.19,8,
OKBK,1/7/20 23:00,6.21,0,0,87.19,8,
OKBK,1/8/20 0:00,6.21,160,3.45,87.19,8,
OKBK,1/8/20 2:00,6.21,240,4.6,93.35,7,
OKBK,1/8/20 3:00,6.21,210,4.6,93.35,7,
OKBK,1/8/20 4:00,6.21,160,6.9,87.19,8,
OKBK,1/8/20 5:00,6.21,170,4.6,76.34,11,
OKBK,1/8/20 6:00,6.21,180,8.05,67.12,14,
OKBK,1/8/20 7:00,6.21,180,12.65,55.63,18,
OKBK,1/8/20 8:00,6.21,170,18.4,40,20,
OKBK,1/8/20 9:00,6.21,160,18.4,35.09,21,
OKBK,1/8/20 10:00,6.21,170,18.4,30.77,22,
OKBK,1/8/20 11:00,6.21,160,18.4,28.68,22,
OKBK,1/8/20 12:00,6.21,140,17.25,46.16,21,
OKBK,1/8/20 13:00,6.21,140,18.4,52.51,20,
OKBK,1/8/20 14:00,6.21,160,17.25,55.88,19,
OKBK,1/8/20 15:00,6.21,150,12.65,59.5,18,
OKBK,1/8/20 16:00,6.21,160,12.65,59.5,18,
OKBK,1/8/20 17:00,6.21,160,14.95,63.6,18,
OKBK,1/8/20 18:00,6.21,180,9.2,67.75,17,
OKBK,1/8/20 19:00,6.21,190,10.35,77.14,16,
OKBK,1/8/20 20:00,6.21,240,8.05,71.83,14,
OKBK,1/8/20 21:00,6.21,280,6.9,51.18,15,
OKBK,1/8/20 22:00,6.21,350,8.05,39.14,17,
OKBK,1/8/20 23:00,6.21,360,6.9,44.76,16,
OKBK,1/9/20 0:00,6.21,10,6.9,44.76,16,
OKBK,1/9/20 1:00,6.21,340,6.9,51.18,15,
OKBK,1/9/20 2:00,6.21,340,6.9,51.18,15,
OKBK,1/9/20 3:00,6.21,340,5.75,58.27,13,
OKBK,1/9/20 4:00,6.21,340,5.75,58.27,13,
OKBK,1/9/20 5:00,6.21,0,0,58.52,14,
OKBK,1/9/20 6:00,6.21,350,5.75,44.76,16,
OKBK,1/9/20 7:00,6.21,20,9.2,34.22,18,
OKBK,1/9/20 8:00,6.21,10,9.2,29.92,19,
OKBK,1/9/20 9:00,6.21,10,11.5,27.83,19,
OKBK,1/9/20 10:00,6.21,360,11.5,26.15,20,
OKBK,1/9/20 11:00,6.21,40,8.05,24.59,21,
OKBK,1/9/20 12:00,6.21,40,8.05,26.15,20,
OKBK,1/9/20 12:59,6.21,40,9.2,24.32,20,
OKBK,1/9/20 13:00,6.21,40,9.2,24.32,20,
OKBK,1/9/20 14:00,6.21,50,6.9,25.88,19,
OKBK,1/9/20 15:00,6.21,0,0,39.14,17,
OKBK,1/9/20 16:00,6.21,0,0,48,16,
OKBK,1/9/20 17:00,6.21,0,0,44.76,16,
OKBK,1/9/20 18:00,6.21,20,9.2,41.71,16,
OKBK,1/9/20 19:00,6.21,20,6.9,44.47,15,
OKBK,1/9/20 20:00,6.21,360,5.75,50.91,14,
OKBK,1/9/20 21:00,6.21,360,5.75,47.44,14,
OKBK,1/9/20 22:00,6.21,330,5.75,50.64,13,
OKBK,1/9/20 23:00,6.21,350,4.6,54.07,12,
OKBK,1/10/20 0:00,6.21,270,3.45,70.68,8,
OKBK,1/10/20 1:00,6.21,320,3.45,65.83,8,
OKBK,1/10/20 2:00,6.21,0,0,70.48,7,
OKBK,1/10/20 3:00,6.21,0,0,70.48,7,
OKBK,1/10/20 4:00,4.35,200,4.6,75.5,6,
OKBK,1/10/20 5:00,3.73,0,0,54.07,12,
OKBK,1/10/20 6:00,4.35,300,3.45,50.91,14,
OKBK,1/10/20 7:00,6.21,30,8.05,39.14,17,
OKBK,1/10/20 8:00,6.21,30,9.2,31.85,18,
OKBK,1/10/20 9:00,6.21,30,11.5,31.85,18,
OKBK,1/10/20 10:00,6.21,40,11.5,31.85,18,
OKBK,1/10/20 11:00,6.21,30,14.95,32.14,19,
OKBK,1/10/20 12:00,6.21,30,17.25,31.85,18,
OKBK,1/10/20 13:00,6.21,20,14.95,31.85,18,
OKBK,1/10/20 14:00,6.21,10,12.65,36.45,17,
OKBK,1/10/20 15:00,6.21,20,13.8,36.45,17,
OKBK,1/10/20 16:00,6.21,10,13.8,33.93,17,
OKBK,1/10/20 17:00,6.21,20,8.05,36.45,17,
OKBK,1/10/20 18:00,6.21,360,9.2,36.45,17,
OKBK,1/10/20 19:00,6.21,360,13.8,44.76,16,
OKBK,1/10/20 20:00,6.21,360,9.2,47.72,15,
OKBK,1/10/20 21:00,6.21,310,8.05,50.91,14,
OKBK,1/10/20 22:00,6.21,300,12.65,54.6,14,
OKBK,1/10/20 23:00,6.21,320,9.2,44.47,15,
OKBK,1/11/20 0:00,6.21,300,12.65,50.91,14,
OKBK,1/11/20 1:00,6.21,300,10.35,62.23,12,
OKBK,1/11/20 2:00,6.21,310,13.8,62.23,12,
OKBK,1/11/20 3:00,6.21,310,12.65,62.23,12,
OKBK,1/11/20 4:00,6.21,310,9.2,66.48,11,
OKBK,1/11/20 5:00,6.21,320,11.5,62.23,12,
OKBK,1/11/20 6:00,6.21,320,13.8,58.27,13,
OKBK,1/11/20 7:00,6.21,320,14.95,51.18,15,
OKBK,1/11/20 8:00,6.21,320,18.4,44.76,16,
OKBK,1/11/20 9:00,4.97,330,23,44.76,16,
OKBK,1/11/20 10:00,4.97,330,21.85,39.14,17,
OKBK,1/11/20 11:00,3.73,330,21.85,36.45,17,
OKBK,1/11/20 12:00,3.11,330,21.85,39.14,17,
OKBK,1/11/20 13:00,3.73,320,19.55,44.76,16,
OKBK,1/11/20 14:00,3.73,330,17.25,44.47,15,
OKBK,1/11/20 15:00,4.97,330,16.1,47.72,15,
OKBK,1/11/20 16:00,6.21,320,11.5,50.91,14,
OKBK,1/11/20 17:00,6.21,320,10.35,50.91,14,
OKBK,1/11/20 18:00,6.21,310,11.5,54.34,13,
OKBK,1/11/20 19:00,6.21,310,11.5,54.34,13,
OKBK,1/11/20 20:00,6.21,300,8.05,58.02,12,
OKBK,1/11/20 21:00,6.21,310,9.2,62.23,12,
OKBK,1/11/20 22:00,6.21,270,6.9,66.48,11,
OKBK,1/11/20 23:00,6.21,330,10.35,58.02,12,
OKBK,1/12/20 0:00,6.21,320,10.35,57.77,11,
OKBK,1/12/20 1:00,6.21,310,11.5,57.77,11,
OKBK,1/12/20 2:00,6.21,320,13.8,57.52,10,
OKBK,1/12/20 3:00,6.21,330,14.95,57.52,10,
OKBK,1/12/20 4:00,6.21,320,13.8,57.52,10,
OKBK,1/12/20 5:00,6.21,330,13.8,57.52,10,
OKBK,1/12/20 6:00,6.21,330,18.4,46.88,12,
OKBK,1/12/20 7:00,6.21,330,14.95,41.13,14,
OKBK,1/12/20 8:00,6.21,330,17.25,36.16,16,
OKBK,1/12/20 9:00,6.21,330,17.25,31.56,17,
OKBK,1/12/20 10:00,6.21,330,17.25,31.85,18,
OKBK,1/12/20 11:00,6.21,340,17.25,29.63,18,
OKBK,1/12/20 12:00,6.21,350,18.4,27.55,18,
OKBK,1/12/20 13:00,6.21,340,16.1,27.55,18,
OKBK,1/12/20 14:00,6.21,340,12.65,31.56,17,
OKBK,1/12/20 15:00,6.21,340,9.2,36.16,16,
OKBK,1/12/20 16:00,6.21,320,8.05,35.87,15,
OKBK,1/12/20 17:00,6.21,300,5.75,37.97,13,
OKBK,1/12/20 18:00,6.21,280,4.6,46.31,10,
OKBK,1/12/20 19:00,6.21,0,0,46.31,10,
OKBK,1/12/20 20:00,6.21,280,4.6,49.53,9,
OKBK,1/12/20 21:00,6.21,200,4.6,56.74,7,
OKBK,1/12/20 22:00,6.21,210,4.6,60.79,6,
OKBK,1/12/20 23:00,6.21,180,4.6,60.54,5,
OKBK,1/13/20 0:00,6.21,200,5.75,60.79,6,
OKBK,1/13/20 1:00,6.21,180,4.6,64.93,4,
OKBK,1/13/20 2:00,6.21,170,6.9,60.54,5,
OKBK,1/13/20 3:00,6.21,180,6.9,56.48,6,
OKBK,1/13/20 4:00,6.21,170,6.9,60.54,5,
OKBK,1/13/20 5:00,6.21,170,3.45,49.24,8,
OKBK,1/13/20 6:00,6.21,200,4.6,46.59,11,
OKBK,1/13/20 7:00,6.21,270,4.6,41.13,14,
OKBK,1/13/20 8:00,6.21,280,4.6,36.45,17,
OKBK,1/13/20 9:00,6.21,310,11.5,27.83,19,
OKBK,1/13/20 10:00,6.21,290,11.5,26.15,20,
OKBK,1/13/20 11:00,6.21,300,12.65,24.32,20,
OKBK,1/13/20 12:00,6.21,290,10.35,24.32,20,
OKBK,1/13/20 12:59,6.21,300,10.35,24.04,19,
OKBK,1/13/20 14:00,6.21,300,8.05,25.6,18,
OKBK,1/13/20 15:00,6.21,280,3.45,29.06,16,
OKBK,1/13/20 16:00,6.21,220,3.45,35.28,13,
OKBK,1/13/20 17:00,6.21,170,6.9,43.9,13,
OKBK,1/13/20 18:00,6.21,170,5.75,43.9,13,
OKBK,1/13/20 19:00,6.21,260,3.45,43.32,11,
OKBK,1/13/20 20:00,6.21,0,0,46.31,10,
OKBK,1/13/20 21:00,6.21,250,3.45,49.81,10,
OKBK,1/13/20 22:00,6.21,250,5.75,61.52,9,
OKBK,1/13/20 23:00,6.21,0,0,66.05,9,
OKBK,1/14/20 0:00,6.21,220,4.6,70.68,8,
OKBK,1/14/20 1:00,6.21,210,4.6,70.48,7,
OKBK,1/14/20 2:00,6.21,200,3.45,70.68,8,
OKBK,1/14/20 3:00,6.21,220,3.45,70.68,8,
OKBK,1/14/20 4:00,6.21,330,5.75,61.99,11,
OKBK,1/14/20 5:00,6.21,340,12.65,62.23,12,
OKBK,1/14/20 6:00,6.21,330,17.25,50.64,13,
OKBK,1/14/20 7:00,4.35,330,24.15,47.16,13,
OKBK,1/14/20 8:00,2.49,330,24.15,47.44,14,
OKBK,1/14/20 9:00,1.86,330,25.3,44.47,15,
OKBK,1/14/20 10:00,4.35,340,23,47.72,15,
OKBK,1/14/20 11:00,4.35,350,23,44.76,16,
OKBK,1/14/20 12:00,4.97,350,23,41.71,16,
OKBK,1/14/20 13:00,6.21,350,18.4,41.71,16,
OKBK,1/14/20 14:00,6.21,350,17.25,44.47,15,
OKBK,1/14/20 15:00,6.21,360,14.95,47.72,15,
OKBK,1/14/20 16:00,6.21,360,13.8,50.91,14,
OKBK,1/14/20 17:00,6.21,350,10.35,54.34,13,
OKBK,1/14/20 18:00,6.21,340,11.5,58.27,13,
OKBK,1/14/20 19:00,6.21,330,8.05,62.23,12,
OKBK,1/14/20 20:00,6.21,320,6.9,61.99,11,
OKBK,1/14/20 21:00,6.21,320,5.75,66.27,10,
OKBK,1/14/20 22:00,6.21,340,8.05,66.48,11,
OKBK,1/14/20 23:00,6.21,340,11.5,71.26,11,
OKBK,1/15/20 0:00,6.21,340,8.05,71.07,10,
OKBK,1/15/20 1:00,6.21,340,6.9,76.18,10,
OKBK,1/15/20 2:00,6.21,330,9.2,76.01,9,
OKBK,1/15/20 3:00,6.21,320,8.05,70.88,9,
OKBK,1/15/20 4:00,3.73,290,10.35,75.84,8,
OKBK,1/15/20 5:00,4.35,310,9.2,66.27,10,
OKBK,1/15/20 6:00,4.35,330,8.05,58.02,12,
OKBK,1/15/20 7:00,4.35,340,6.9,50.91,14,
OKBK,1/15/20 8:00,4.97,330,8.05,41.71,16,
