station,valid,visibility,ws,wd,rh,tempc,
OBBI,5/12/18 1:00,6.21,16.1,150,43.07,31,
OBBI,5/12/18 1:30,6.21,16.1,150,51.72,30,
OBBI,5/12/18 2:00,4.97,14.95,160,48.58,30,
OBBI,5/12/18 2:30,6.21,16.1,150,51.72,30,
OBBI,5/12/18 3:00,6.21,14.95,160,51.72,30,
OBBI,5/12/18 3:30,6.21,11.5,160,45.61,30,
OBBI,5/12/18 4:00,6.21,12.65,170,40.14,30,
OBBI,5/12/18 4:30,6.21,14.95,160,37.62,30,
OBBI,5/12/18 5:00,5.59,13.8,160,42.8,30,
OBBI,5/12/18 5:30,3.73,11.5,160,43.07,31,
OBBI,5/12/18 6:00,3.11,10.35,170,36.08,33,
OBBI,5/12/18 6:30,2.17,10.35,160,34.11,34,
OBBI,5/12/18 7:00,1.55,10.35,170,32.27,35,
OBBI,5/12/18 7:30,1.24,10.35,170,28.63,36,
OBBI,5/12/18 8:00,0.99,12.65,190,14.29,39,
OBBI,5/12/18 8:30,0.99,14.95,190,13.54,40,
OBBI,5/12/18 9:00,0.75,11.5,210,11.18,41,
OBBI,5/12/18 9:30,0.75,11.5,210,10.6,42,
OBBI,5/12/18 10:00,0.75,10.35,200,10.6,42,
OBBI,5/12/18 10:30,0.62,8.05,210,10.6,42,
OBBI,5/12/18 11:00,0.68,10.35,230,10.6,42,
OBBI,5/12/18 11:30,0.81,9.2,230,11.55,43,
OBBI,5/12/18 12:00,1.12,10.35,230,11.55,43,
OBBI,5/12/18 12:30,1.37,10.35,230,9.38,43,
OBBI,5/12/18 13:00,1.37,8.05,230,10.06,43,
OBBI,5/12/18 13:30,1.37,8.05,230,10.6,42,
OBBI,5/12/18 14:00,1.37,6.9,240,10.6,42,
OBBI,5/12/18 14:30,1.24,8.05,260,9.21,42,
OBBI,5/12/18 15:00,1.12,14.95,330,24.06,38,
OBBI,5/12/18 15:30,1.12,10.35,360,30.53,36,
OBBI,5/12/18 16:00,1.12,9.2,10,25.15,36,
OBBI,5/12/18 16:30,1.12,10.35,30,25.15,36,
OBBI,5/12/18 17:00,1.24,9.2,30,30.26,35,
OBBI,5/12/18 17:30,1.24,10.35,50,28.37,35,
OBBI,5/12/18 18:00,1.24,10.35,50,26.58,35,
OBBI,5/12/18 18:30,1.12,10.35,50,26.58,35,
OBBI,5/12/18 19:00,1.12,9.2,50,34.11,34,
OBBI,5/12/18 19:30,1.55,8.05,90,55.53,32,
OBBI,5/12/18 20:00,1.86,6.9,90,66.35,31,
OBBI,5/12/18 20:30,2.17,8.05,90,66.35,31,
OBBI,5/12/18 21:00,2.17,8.05,90,74.61,30,
OBBI,5/12/18 21:30,2.17,4.6,50,70.27,30,
OBBI,5/12/18 22:00,2.49,4.6,80,74.61,30,
OBBI,5/12/18 22:30,2.49,2.3,M,74.61,30,
OBBI,5/12/18 23:00,2.49,4.6,110,74.61,30,
OBBI,5/12/18 23:30,2.49,9.2,320,74.61,30,
OBBI,5/13/18 0:00,3.11,9.2,310,70.45,31,
OBBI,5/13/18 0:30,3.11,8.05,320,79.18,30,
OBBI,5/13/18 1:00,3.11,12.65,310,79.18,30,
OBBI,5/13/18 1:30,3.11,11.5,310,74.61,30,
OBBI,5/13/18 2:00,2.49,18.4,310,79.04,29,
OBBI,5/13/18 2:30,1.12,18.4,310,66.15,30,
OBBI,5/13/18 3:00,1.12,19.55,310,66.15,30,
OBBI,5/13/18 3:30,0.93,19.55,320,70.08,29,
OBBI,5/13/18 4:00,0.93,19.55,310,70.08,29,
OBBI,5/13/18 4:30,0.93,18.4,310,70.08,29,
OBBI,5/13/18 5:00,0.93,21.85,310,65.95,29,
OBBI,5/13/18 5:30,1.12,20.7,310,62.25,30,
OBBI,5/13/18 6:00,1.24,21.85,320,62.25,30,
OBBI,5/13/18 6:30,1.55,25.3,310,62.25,30,
OBBI,5/13/18 7:00,1.55,24.15,310,62.25,30,
OBBI,5/13/18 7:30,1.86,23,310,62.25,30,
OBBI,5/13/18 8:00,1.86,23,320,55.29,31,
OBBI,5/13/18 8:30,1.24,24.15,320,55.29,31,
OBBI,5/13/18 9:00,0.93,24.15,320,51.98,31,
OBBI,5/13/18 9:30,0.93,21.85,320,51.98,31,
OBBI,5/13/18 10:00,1.24,20.7,320,52.23,32,
OBBI,5/13/18 10:30,1.24,19.55,330,49.1,32,
OBBI,5/13/18 11:00,1.55,20.7,330,49.1,32,
OBBI,5/13/18 11:30,1.55,20.7,330,49.1,32,
OBBI,5/13/18 12:00,1.55,20.7,330,46.14,32,
OBBI,5/13/18 12:30,1.55,23,330,46.14,32,
OBBI,5/13/18 13:00,1.74,19.55,340,46.14,32,
OBBI,5/13/18 13:30,1.86,17.25,340,45.88,31,
OBBI,5/13/18 14:00,1.99,14.95,350,48.84,31,
OBBI,5/13/18 14:30,2.17,12.65,350,40.41,31,
OBBI,5/13/18 15:00,3.11,13.8,350,35.53,31,
OBBI,5/13/18 15:30,3.11,10.35,360,48.58,30,
OBBI,5/13/18 16:00,3.11,9.2,10,48.58,30,
OBBI,5/13/18 16:30,3.73,9.2,360,58.32,29,
OBBI,5/13/18 17:00,3.73,6.9,360,54.8,29,
OBBI,5/13/18 17:30,3.73,6.9,350,54.8,29,
OBBI,5/13/18 18:00,3.73,5.75,360,54.8,29,
OBBI,5/13/18 18:30,3.73,5.75,360,54.8,29,
OBBI,5/13/18 19:00,3.73,6.9,350,54.55,28,
OBBI,5/13/18 19:30,3.73,6.9,350,54.55,28,
OBBI,5/13/18 20:00,3.73,6.9,350,58.08,28,
OBBI,5/13/18 20:30,3.73,5.75,360,54.55,28,
OBBI,5/13/18 21:00,3.73,5.75,350,51.21,28,
OBBI,5/13/18 21:30,3.73,3.45,360,54.55,28,
OBBI,5/13/18 22:00,4.35,4.6,350,57.84,27,
OBBI,5/13/18 22:30,4.35,4.6,350,51.21,28,
OBBI,5/13/18 23:00,4.35,4.6,360,54.3,27,
OBBI,5/13/18 23:30,4.35,3.45,350,51.21,28,
OBBI,5/14/18 0:00,3.73,4.6,340,57.84,27,
OBBI,5/14/18 0:30,3.73,5.75,340,50.95,27,
OBBI,5/14/18 1:00,4.35,5.75,330,57.84,27,
OBBI,5/14/18 1:30,4.35,4.6,330,61.36,26,
OBBI,5/14/18 2:00,4.35,4.6,340,57.6,26,
OBBI,5/14/18 2:30,4.35,4.6,350,57.6,26,
OBBI,5/14/18 3:00,4.97,3.45,350,57.84,27,
OBBI,5/14/18 3:30,4.97,8.05,20,54.55,28,
OBBI,5/14/18 4:00,4.97,8.05,30,51.47,29,
OBBI,5/14/18 4:30,6.21,9.2,20,48.58,30,
OBBI,5/14/18 5:00,6.21,10.35,20,48.58,30,
OBBI,5/14/18 5:30,6.21,10.35,10,45.88,31,
OBBI,5/14/18 6:00,6.21,10.35,10,43.07,31,
OBBI,5/14/18 6:30,6.21,10.35,360,45.88,31,
OBBI,5/14/18 7:00,6.21,11.5,360,43.07,31,
OBBI,5/14/18 7:30,6.21,11.5,10,40.69,32,
OBBI,5/14/18 8:00,6.21,12.65,360,33.84,33,
OBBI,5/14/18 8:30,6.21,11.5,360,36.08,33,
OBBI,5/14/18 9:00,6.21,11.5,350,33.84,33,
OBBI,5/14/18 9:30,6.21,10.35,360,33.84,33,
OBBI,5/14/18 10:00,6.21,10.35,10,33.84,33,
OBBI,5/14/18 10:30,6.21,9.2,360,33.84,33,
OBBI,5/14/18 11:00,6.21,9.2,10,33.84,33,
OBBI,5/14/18 11:30,6.21,10.35,360,33.84,33,
OBBI,5/14/18 12:00,6.21,10.35,360,36.08,33,
OBBI,5/14/18 12:30,6.21,12.65,360,33.56,32,
OBBI,5/14/18 13:00,6.21,11.5,350,35.81,32,
OBBI,5/14/18 13:30,4.97,11.5,340,35.81,32,
OBBI,5/14/18 14:00,4.97,12.65,330,40.41,31,
OBBI,5/14/18 14:30,4.97,13.8,330,40.41,31,
OBBI,5/14/18 15:00,6.21,16.1,340,45.61,30,
OBBI,5/14/18 15:30,6.21,14.95,330,42.8,30,
OBBI,5/14/18 16:00,6.21,14.95,340,48.32,29,
OBBI,5/14/18 16:30,6.21,11.5,340,45.34,29,
OBBI,5/14/18 17:00,6.21,10.35,340,45.34,29,
OBBI,5/14/18 17:30,6.21,10.35,350,42.52,29,
OBBI,5/14/18 18:00,6.21,10.35,350,42.52,29,
OBBI,5/14/18 18:30,6.21,11.5,360,45.34,29,
OBBI,5/14/18 19:00,6.21,9.2,350,45.34,29,
OBBI,5/14/18 19:30,6.21,9.2,360,45.34,29,
OBBI,5/14/18 20:00,6.21,9.2,350,45.34,29,
OBBI,5/14/18 20:30,6.21,9.2,350,45.34,29,
OBBI,5/14/18 21:00,6.21,10.35,350,45.34,29,
OBBI,5/14/18 21:30,6.21,12.65,360,42.52,29,
OBBI,5/14/18 22:00,6.21,11.5,360,48.32,29,
OBBI,5/14/18 22:30,6.21,11.5,360,51.47,29,
OBBI,5/14/18 23:00,6.21,12.65,360,51.47,29,
OBBI,5/14/18 23:30,6.21,10.35,360,58.08,28,
OBBI,5/15/18 0:00,6.21,10.35,360,58.08,28,
OBBI,5/15/18 0:30,6.21,12.65,10,51.47,29,
OBBI,5/15/18 1:00,6.21,12.65,10,54.8,29,
OBBI,5/15/18 1:30,6.21,11.5,360,58.08,28,
OBBI,5/15/18 2:00,6.21,11.5,10,58.08,28,
OBBI,5/15/18 2:30,6.21,10.35,360,61.81,28,
OBBI,5/15/18 3:00,6.21,10.35,360,54.8,29,
OBBI,5/15/18 3:30,6.21,12.65,360,54.8,29,
OBBI,5/15/18 4:00,6.21,13.8,360,51.47,29,
OBBI,5/15/18 4:30,6.21,13.8,10,48.58,30,
OBBI,5/15/18 5:00,6.21,12.65,10,51.72,30,
OBBI,5/15/18 5:30,6.21,13.8,10,48.58,30,
OBBI,5/15/18 6:00,6.21,13.8,360,45.88,31,
OBBI,5/15/18 6:30,6.21,12.65,360,45.88,31,
OBBI,5/15/18 7:00,6.21,12.65,360,45.88,31,
OBBI,5/15/18 7:30,6.21,13.8,360,43.34,32,
OBBI,5/15/18 8:00,6.21,13.8,360,40.69,32,
OBBI,5/15/18 8:30,6.21,14.95,360,33.84,33,
OBBI,5/15/18 9:00,6.21,13.8,360,36.08,33,
OBBI,5/15/18 9:30,6.21,12.65,360,38.18,32,
OBBI,5/15/18 10:00,6.21,12.65,360,43.34,32,
OBBI,5/15/18 10:30,6.21,12.65,10,46.14,32,
OBBI,5/15/18 11:00,6.21,13.8,360,46.14,32,
OBBI,5/15/18 11:30,6.21,14.95,360,38.18,32,
OBBI,5/15/18 12:00,6.21,16.1,360,40.69,32,
OBBI,5/15/18 12:30,6.21,14.95,360,40.69,32,
OBBI,5/15/18 13:00,6.21,13.8,360,45.88,31,
OBBI,5/15/18 13:30,6.21,12.65,10,45.88,31,
OBBI,5/15/18 14:00,6.21,11.5,10,43.07,31,
OBBI,5/15/18 14:30,6.21,12.65,360,48.58,30,
OBBI,5/15/18 15:00,6.21,11.5,360,42.8,30,
OBBI,5/15/18 15:30,6.21,11.5,350,40.14,30,
OBBI,5/15/18 16:00,6.21,13.8,340,45.34,29,
OBBI,5/15/18 16:30,6.21,12.65,340,45.34,29,
OBBI,5/15/18 17:00,6.21,11.5,340,48.32,29,
OBBI,5/15/18 17:30,6.21,12.65,330,51.47,29,
OBBI,5/15/18 18:00,6.21,12.65,320,48.32,29,
OBBI,5/15/18 18:30,6.21,13.8,320,51.47,29,
OBBI,5/15/18 19:00,6.21,11.5,320,51.47,29,
OBBI,5/15/18 19:30,6.21,13.8,320,51.47,29,
OBBI,5/15/18 20:00,6.21,12.65,320,51.47,29,
OBBI,5/15/18 20:30,6.21,12.65,320,51.47,29,
OBBI,5/15/18 21:00,6.21,12.65,320,48.32,29,
OBBI,5/15/18 21:30,6.21,11.5,320,51.47,29,
OBBI,5/15/18 22:00,6.21,10.35,310,54.55,28,
OBBI,5/15/18 22:30,6.21,8.05,320,48.32,29,
OBBI,5/15/18 23:00,6.21,6.9,330,48.32,29,
OBBI,5/15/18 23:30,6.21,8.05,340,42.52,29,
OBBI,5/16/18 0:00,6.21,9.2,340,39.86,29,
OBBI,5/16/18 0:30,6.21,9.2,340,39.86,29,
OBBI,5/16/18 1:00,6.21,5.75,340,45.07,28,
OBBI,5/16/18 1:30,6.21,3.45,280,48.05,28,
OBBI,5/16/18 2:00,6.21,2.3,M,51.21,28,
OBBI,5/16/18 2:30,6.21,3.45,300,57.84,27,
OBBI,5/16/18 3:00,6.21,3.45,280,54.55,28,
OBBI,5/16/18 3:30,6.21,5.75,330,54.8,29,
OBBI,5/16/18 4:00,6.21,8.05,340,51.47,29,
OBBI,5/16/18 4:30,6.21,10.35,360,51.72,30,
OBBI,5/16/18 5:00,6.21,10.35,10,43.07,31,
OBBI,5/16/18 5:30,6.21,11.5,360,37.9,31,
OBBI,5/16/18 6:00,6.21,8.05,360,40.41,31,
OBBI,5/16/18 6:30,6.21,8.05,10,33.56,32,
OBBI,5/16/18 7:00,6.21,6.9,30,35.81,32,
OBBI,5/16/18 7:30,6.21,6.9,330,38.18,32,
OBBI,5/16/18 8:00,6.21,9.2,320,40.69,32,
OBBI,5/16/18 8:30,6.21,11.5,320,40.69,32,
OBBI,5/16/18 9:00,6.21,9.2,310,38.18,32,
OBBI,5/16/18 9:30,6.21,12.65,340,40.69,32,
OBBI,5/16/18 10:00,6.21,14.95,330,40.69,32,
OBBI,5/16/18 10:30,6.21,12.65,320,43.34,32,
OBBI,5/16/18 11:00,6.21,13.8,330,40.69,32,
OBBI,5/16/18 11:30,6.21,11.5,320,43.34,32,
OBBI,5/16/18 12:00,6.21,12.65,330,40.69,32,
OBBI,5/16/18 12:30,6.21,11.5,320,46.14,32,
OBBI,5/16/18 13:00,6.21,13.8,330,38.18,32,
OBBI,5/16/18 13:30,6.21,13.8,330,45.88,31,
OBBI,5/16/18 14:00,6.21,14.95,330,43.07,31,
OBBI,5/16/18 14:30,6.21,13.8,330,43.07,31,
OBBI,5/16/18 15:00,6.21,11.5,330,48.58,30,
OBBI,5/16/18 15:30,6.21,11.5,330,48.58,30,
OBBI,5/16/18 16:00,6.21,11.5,330,51.47,29,
OBBI,5/16/18 16:30,6.21,11.5,330,51.47,29,
OBBI,5/16/18 17:00,6.21,11.5,330,51.47,29,
OBBI,5/16/18 17:30,6.21,10.35,320,51.47,29,
OBBI,5/16/18 18:00,6.21,10.35,320,51.47,29,
OBBI,5/16/18 18:30,6.21,10.35,320,51.47,29,
OBBI,5/16/18 19:00,6.21,10.35,300,54.8,29,
OBBI,5/16/18 19:30,6.21,10.35,310,54.8,29,
OBBI,5/16/18 20:00,6.21,9.2,310,51.47,29,
OBBI,5/16/18 20:30,6.21,10.35,300,54.55,28,
OBBI,5/16/18 21:00,6.21,8.05,300,54.55,28,
OBBI,5/16/18 21:30,6.21,8.05,300,58.08,28,
OBBI,5/16/18 22:00,6.21,8.05,330,54.55,28,
OBBI,5/16/18 22:30,6.21,9.2,330,51.47,29,
OBBI,5/16/18 23:00,6.21,5.75,350,48.32,29,
OBBI,5/16/18 23:30,6.21,4.6,330,45.34,29,
OBBI,5/17/18 0:00,6.21,5.75,330,54.3,27,
OBBI,5/17/18 0:30,6.21,4.6,340,51.21,28,
OBBI,5/17/18 1:00,6.21,4.6,350,51.21,28,
OBBI,5/17/18 1:30,6.21,5.75,350,51.21,28,
OBBI,5/17/18 2:00,6.21,6.9,360,54.55,28,
OBBI,5/17/18 2:30,6.21,4.6,350,54.55,28,
OBBI,5/17/18 3:00,6.21,9.2,360,54.55,28,
OBBI,5/17/18 3:30,6.21,6.9,10,45.61,30,
OBBI,5/17/18 4:00,6.21,9.2,360,45.61,30,
OBBI,5/17/18 4:30,6.21,9.2,360,45.88,31,
OBBI,5/17/18 5:00,6.21,11.5,10,43.07,31,
OBBI,5/17/18 5:30,6.21,12.65,10,37.9,31,
OBBI,5/17/18 6:00,6.21,11.5,10,35.81,32,
OBBI,5/17/18 7:00,6.21,11.5,10,35.81,32,
OBBI,5/17/18 8:00,6.21,13.8,10,38.18,32,
OBBI,5/17/18 8:30,6.21,12.65,10,38.18,32,
OBBI,5/17/18 9:00,6.21,12.65,10,33.84,33,
OBBI,5/17/18 9:30,6.21,13.8,360,33.84,33,
OBBI,5/17/18 10:00,6.21,11.5,10,36.08,33,
OBBI,5/17/18 10:30,6.21,14.95,360,31.72,33,
OBBI,5/17/18 11:00,6.21,12.65,10,33.56,32,
OBBI,5/17/18 11:30,6.21,11.5,360,29.72,33,
OBBI,5/17/18 12:00,6.21,10.35,350,29.72,33,
OBBI,5/17/18 12:30,6.21,12.65,340,33.56,32,
OBBI,5/17/18 13:00,6.21,11.5,330,35.81,32,
OBBI,5/17/18 13:30,6.21,11.5,340,40.41,31,
OBBI,5/17/18 14:00,6.21,9.2,330,35.53,31,
OBBI,5/17/18 14:30,6.21,8.05,340,35.53,31,
OBBI,5/17/18 15:00,6.21,5.75,10,33.29,31,
OBBI,5/17/18 15:30,6.21,8.05,340,31.17,31,
OBBI,5/17/18 16:00,6.21,5.75,350,33.01,30,
OBBI,5/17/18 16:30,6.21,5.75,330,40.14,30,
OBBI,5/17/18 17:00,6.21,5.75,300,51.47,29,
OBBI,5/17/18 17:30,6.21,10.35,330,51.47,29,
OBBI,5/17/18 18:00,6.21,9.2,330,40.14,30,
OBBI,5/17/18 18:30,6.21,8.05,330,40.14,30,
OBBI,5/17/18 19:00,6.21,5.75,320,42.52,29,
OBBI,5/17/18 19:30,6.21,5.75,310,48.32,29,
OBBI,5/17/18 20:00,6.21,9.2,310,48.32,29,
OBBI,5/17/18 20:30,6.21,8.05,320,42.52,29,
OBBI,5/17/18 21:00,6.21,6.9,310,42.52,29,
OBBI,5/17/18 21:30,6.21,2.3,M,37.62,30,
OBBI,5/17/18 22:00,6.21,3.45,290,39.86,29,
OBBI,5/17/18 22:30,6.21,4.6,280,51.47,29,
OBBI,5/17/18 23:00,6.21,6.9,290,45.34,29,
OBBI,5/17/18 23:30,6.21,4.6,260,48.32,29,
OBBI,5/18/18 0:00,6.21,6.9,260,58.32,29,
OBBI,5/18/18 0:30,6.21,4.6,270,48.32,29,
OBBI,5/18/18 1:00,6.21,5.75,280,54.55,28,
OBBI,5/18/18 1:30,6.21,4.6,270,61.81,28,
OBBI,5/18/18 2:00,6.21,5.75,270,61.81,28,
OBBI,5/18/18 2:30,6.21,6.9,250,65.74,28,
OBBI,5/18/18 3:00,6.21,5.75,280,58.08,28,
OBBI,5/18/18 3:30,6.21,5.75,290,45.61,30,
OBBI,5/18/18 4:00,6.21,12.65,300,48.58,30,
OBBI,5/18/18 4:30,6.21,13.8,300,51.72,30,
OBBI,5/18/18 5:00,6.21,11.5,310,45.88,31,
OBBI,5/18/18 5:30,6.21,12.65,310,40.41,31,
OBBI,5/18/18 6:00,6.21,13.8,310,35.81,32,
OBBI,5/18/18 6:30,6.21,12.65,300,31.45,32,
OBBI,5/18/18 7:00,6.21,12.65,310,27.83,33,
OBBI,5/18/18 7:30,6.21,12.65,330,26.31,34,
OBBI,5/18/18 8:00,6.21,11.5,320,26.31,34,
OBBI,5/18/18 8:30,6.21,12.65,330,21.54,34,
OBBI,5/18/18 9:00,6.21,12.65,320,21.54,34,
OBBI,5/18/18 9:30,6.21,13.8,330,19.04,35,
OBBI,5/18/18 10:00,6.21,13.8,320,24.63,34,
OBBI,5/18/18 10:30,6.21,12.65,340,23.04,34,
OBBI,5/18/18 11:00,6.21,13.8,340,20.38,35,
OBBI,5/18/18 11:30,6.21,13.8,10,31.72,33,
OBBI,5/18/18 12:00,6.21,13.8,360,28.1,34,
OBBI,5/18/18 12:30,6.21,13.8,10,31.72,33,
OBBI,5/18/18 13:00,6.21,13.8,360,33.84,33,
OBBI,5/18/18 13:30,6.21,11.5,10,33.56,32,
OBBI,5/18/18 14:00,6.21,12.65,360,35.81,32,
OBBI,5/18/18 14:30,6.21,10.35,10,37.9,31,
OBBI,5/18/18 15:00,6.21,6.9,360,40.41,31,
OBBI,5/18/18 15:30,6.21,2.3,M,42.8,30,
OBBI,5/18/18 16:00,6.21,5.75,330,35.25,30,
OBBI,5/18/18 16:30,6.21,4.6,330,33.01,30,
OBBI,5/18/18 17:00,6.21,4.6,320,40.14,30,
OBBI,5/18/18 17:30,6.21,4.6,310,45.34,29,
OBBI,5/18/18 18:00,6.21,3.45,290,42.8,30,
OBBI,5/18/18 18:30,6.21,3.45,240,37.62,30,
OBBI,5/18/18 19:00,6.21,2.3,220,42.8,30,
OBBI,5/18/18 19:30,6.21,3.45,260,37.62,30,
OBBI,5/18/18 20:00,6.21,4.6,270,35.25,30,
OBBI,5/18/18 20:30,6.21,5.75,260,37.62,30,
OBBI,5/18/18 21:00,6.21,6.9,260,37.62,30,
OBBI,5/18/18 21:30,6.21,6.9,260,42.8,30,
OBBI,5/18/18 22:00,6.21,6.9,260,48.32,29,
OBBI,5/18/18 22:30,6.21,6.9,260,35.25,30,
OBBI,5/18/18 23:00,6.21,8.05,260,45.34,29,
OBBI,5/18/18 23:30,6.21,10.35,260,51.47,29,
OBBI,5/19/18 0:00,6.21,9.2,260,45.34,29,
OBBI,5/19/18 0:30,6.21,8.05,260,42.52,29,
OBBI,5/19/18 1:00,6.21,6.9,270,51.21,28,
OBBI,5/19/18 1:30,6.21,6.9,270,51.21,28,
OBBI,5/19/18 2:00,6.21,5.75,280,54.55,28,
OBBI,5/19/18 2:30,6.21,5.75,290,54.8,29,
OBBI,5/19/18 3:00,6.21,6.9,280,48.32,29,
OBBI,5/19/18 3:30,6.21,6.9,290,45.61,30,
OBBI,5/19/18 4:00,6.21,8.05,280,37.9,31,
OBBI,5/19/18 4:30,6.21,8.05,280,33.56,32,
OBBI,5/19/18 5:00,6.21,9.2,270,33.56,32,
OBBI,5/19/18 5:30,6.21,11.5,270,29.72,33,
OBBI,5/19/18 6:00,6.21,12.65,280,26.05,33,
OBBI,5/19/18 6:30,6.21,12.65,280,23.04,34,
OBBI,5/19/18 7:00,6.21,14.95,290,20.38,35,
OBBI,5/19/18 7:30,6.21,17.25,300,20.62,36,
OBBI,5/19/18 8:00,6.21,16.1,300,19.28,36,
OBBI,5/19/18 8:30,6.21,14.95,310,22.04,36,
OBBI,5/19/18 9:00,6.21,14.95,320,19.28,36,
OBBI,5/19/18 9:30,6.21,12.65,330,20.38,35,
OBBI,5/19/18 10:00,6.21,12.65,20,40.69,32,
OBBI,5/19/18 10:30,6.21,10.35,360,40.69,32,
OBBI,5/19/18 11:00,6.21,9.2,350,36.08,33,
OBBI,5/19/18 11:30,6.21,8.05,340,34.11,34,
OBBI,5/19/18 12:00,6.21,10.35,340,34.11,34,
OBBI,5/19/18 12:30,6.21,8.05,340,29.99,34,
OBBI,5/19/18 13:00,6.21,10.35,340,31.72,33,
OBBI,5/19/18 13:30,6.21,11.5,320,35.81,32,
OBBI,5/19/18 14:00,6.21,10.35,320,35.81,32,
OBBI,5/19/18 14:30,6.21,10.35,310,35.81,32,
OBBI,5/19/18 15:00,6.21,5.75,320,35.81,32,
OBBI,5/19/18 15:30,6.21,3.45,10,31.45,32,
OBBI,5/19/18 16:00,6.21,3.45,350,33.29,31,
OBBI,5/19/18 16:30,6.21,3.45,340,33.29,31,
OBBI,5/19/18 17:00,6.21,1.15,M,33.01,30,
OBBI,5/19/18 17:30,6.21,0,0,48.32,29,
OBBI,5/19/18 18:00,6.21,1.15,M,33.01,30,
OBBI,5/19/18 18:30,6.21,1.15,M,42.52,29,
OBBI,5/19/18 19:00,6.21,0,0,39.86,29,
OBBI,5/19/18 19:30,6.21,0,0,45.34,29,
OBBI,5/19/18 20:00,6.21,0,0,48.05,28,
OBBI,5/19/18 20:30,6.21,2.3,M,45.07,28,
OBBI,5/19/18 21:00,6.21,2.3,M,33.01,30,
OBBI,5/19/18 21:30,6.21,2.3,M,32.73,29,
OBBI,5/19/18 22:00,6.21,2.3,M,34.97,29,
OBBI,5/19/18 22:30,6.21,1.15,M,32.73,29,
OBBI,5/19/18 23:00,6.21,2.3,M,32.73,29,
OBBI,5/19/18 23:30,6.21,2.3,300,34.97,29,
OBBI,5/20/18 0:00,6.21,1.15,280,34.69,28,
OBBI,5/20/18 0:30,6.21,2.3,M,42.25,28,
OBBI,5/20/18 1:00,6.21,0,0,41.97,27,
OBBI,5/20/18 1:30,6.21,1.15,320,50.69,26,
OBBI,5/20/18 2:00,6.21,2.3,290,50.95,27,
OBBI,5/20/18 2:30,6.21,0,0,57.84,27,
OBBI,5/20/18 3:00,6.21,2.3,350,57.84,27,
OBBI,5/20/18 3:30,6.21,0,0,51.98,31,
OBBI,5/20/18 4:00,6.21,1.15,M,35.81,32,
OBBI,5/20/18 4:30,6.21,3.45,190,43.34,32,
OBBI,5/20/18 5:00,4.35,3.45,M,26.05,33,
OBBI,5/20/18 5:30,3.73,6.9,270,26.31,34,
OBBI,5/20/18 6:00,3.73,8.05,280,24.63,34,
OBBI,5/20/18 6:30,3.73,8.05,260,26.31,34,
OBBI,5/20/18 7:00,3.11,10.35,260,28.1,34,
OBBI,5/20/18 7:30,3.11,8.05,260,24.89,35,
OBBI,5/20/18 8:00,3.11,6.9,270,23.3,35,
OBBI,5/20/18 8:30,2.49,5.75,260,22.04,36,
OBBI,5/20/18 9:00,2.49,5.75,270,19.52,37,
OBBI,5/20/18 9:30,2.49,8.05,300,17.05,37,
OBBI,5/20/18 10:00,2.17,8.05,320,17.05,37,
OBBI,5/20/18 10:30,2.17,9.2,320,19.52,37,
OBBI,5/20/18 11:00,2.17,10.35,320,23.55,36,
OBBI,5/20/18 11:30,3.11,12.65,360,36.35,34,
OBBI,5/20/18 12:00,3.11,12.65,10,38.45,33,
OBBI,5/20/18 12:30,3.11,11.5,10,40.96,33,
OBBI,5/20/18 13:00,2.49,12.65,10,31.72,33,
OBBI,5/20/18 13:30,3.73,11.5,10,33.84,33,
OBBI,5/20/18 14:00,4.97,9.2,360,31.72,33,
OBBI,5/20/18 14:30,5.59,9.2,360,33.56,32,
OBBI,5/20/18 15:00,6.21,5.75,30,29.45,32,
OBBI,5/20/18 15:30,6.21,5.75,80,29.18,31,
OBBI,5/20/18 16:00,6.21,3.45,110,48.58,30,
OBBI,5/20/18 16:30,6.21,3.45,110,51.47,29,
OBBI,5/20/18 17:00,6.21,3.45,140,37.62,30,
OBBI,5/20/18 17:30,6.21,1.15,90,48.32,29,
OBBI,5/20/18 18:00,6.21,0,0,34.97,29,
OBBI,5/20/18 18:30,6.21,1.15,80,39.86,29,
OBBI,5/20/18 19:00,6.21,1.15,110,34.97,29,
OBBI,5/20/18 19:30,6.21,2.3,100,45.07,28,
OBBI,5/20/18 20:00,6.21,2.3,110,42.25,28,
OBBI,5/20/18 20:30,6.21,1.15,M,51.21,28,
OBBI,5/20/18 21:00,6.21,3.45,160,34.97,29,
OBBI,5/20/18 21:30,6.21,2.3,M,30.62,29,
OBBI,5/20/18 22:00,6.21,2.3,M,51.21,28,
OBBI,5/20/18 22:30,6.21,1.15,M,44.8,27,
OBBI,5/20/18 23:00,6.21,5.75,240,51.47,29,
OBBI,5/20/18 23:30,6.21,6.9,240,42.52,29,
OBBI,5/21/18 0:00,6.21,4.6,230,45.34,29,
OBBI,5/21/18 0:30,6.21,5.75,240,51.47,29,
OBBI,5/21/18 1:00,6.21,2.3,M,51.47,29,
OBBI,5/21/18 1:30,6.21,3.45,270,51.21,28,
OBBI,5/21/18 2:00,6.21,2.3,M,51.21,28,
OBBI,5/21/18 2:30,6.21,4.6,250,48.32,29,
OBBI,5/21/18 3:00,6.21,3.45,270,48.32,29,
OBBI,5/21/18 3:30,6.21,5.75,260,51.47,29,
OBBI,5/21/18 4:00,6.21,4.6,240,37.9,31,
